account_uid,customer_name,email,phone,account_type,created_at,risk_level,fraud_score,is_fraud
ACC02106,Kai Rastogi,sarmamanthan@example.com,1643424114754,Wallet,2022-05-11,Low,0.0,0
ACC02107,Rajata Dhawan,madhav23@example.org,4211684603895,Wallet,2022-09-13,Low,0.0,0
ACC02108,Hamsini Dixit,aryasami@example.com,2174645331649,Savings,2022-09-06,Low,0.0,1
ACC02109,Aditya Sani,naikbhavna@example.org,3713463107890,Savings,2021-07-27,Low,0.0,1
ACC02110,Priya Nagi,dprashad@example.org,0415447473343,Savings,2022-09-04,Low,0.0,0
ACC02111,Upasna Kothari,csridhar@example.org,8525317504093,Current,2022-08-06,Low,0.0,1
ACC02112,Andrew Butala,vasafalak@example.net,8974095290550,Savings,2021-07-26,Low,0.0,0
ACC02113,Vasudha Dua,waliamara@example.com,6680639924161,Business,2022-07-07,Low,0.0,0
ACC02114,Hiral Luthra,rajpeter@example.net,8908806831121,Wallet,2022-11-03,Low,0.0,0
ACC02115,Gaurangi Dewan,naveenkadakia@example.org,2567725038561,Savings,2021-07-23,Low,0.0,1
ACC02116,Parth Sharma,lalgeorge@example.org,2773235737421,Current,2023-08-13,Low,0.0,1
ACC02117,Matthew Arora,qasim07@example.net,7415871994250,Current,2023-01-15,Low,0.0,0
ACC02118,Laban Narayan,aarnavpatla@example.com,7993642737957,Business,2022-05-27,Low,0.0,0
ACC02119,Tristan Verma,samiekbal@example.org,1351113301075,Business,2023-08-07,Low,0.0,0
ACC02120,Kashish Basu,abharavel@example.net,8412322232087,Wallet,2021-07-31,Low,0.0,0
ACC02121,Ekanta Som,modisarthak@example.net,3708587837921,Current,2021-10-25,Low,0.0,0
ACC02122,Isaac Samra,loganprashad@example.net,8099371519317,Savings,2022-08-19,Low,0.0,0
ACC02123,Anamika Koshy,horasachi@example.net,7381133704946,Wallet,2022-03-25,Low,0.0,0
ACC02124,Damini Peri,darika07@example.com,0535588234811,Current,2023-02-14,Low,0.0,0
ACC02125,Praneel Kata,dalbir28@example.com,7982587537156,Savings,2023-12-27,Low,0.0,1
ACC02126,Harish Nagi,tarakbandi@example.com,6667063311916,Business,2023-03-26,Low,0.0,1
ACC02127,Hemang Natarajan,thomas09@example.org,3134037791703,Current,2021-11-12,Low,0.0,1
ACC02128,Siddharth Bala,zchatterjee@example.net,0045820721624,Current,2022-05-20,Low,0.0,0
ACC02129,Chanchal Datta,raagini84@example.com,2550652990536,Current,2022-08-17,Low,0.0,1
ACC02130,Jagdish Dayal,seshadrinathan@example.net,9578903550819,Savings,2023-08-21,Low,0.0,0
ACC02131,Adya Mall,radhika57@example.net,7442054051556,Business,2022-03-23,Low,0.0,0
ACC02132,Avni Andra,chanakyadada@example.net,7599300134140,Business,2022-11-13,Low,0.0,1
ACC02133,Charles Ram,kbahl@example.org,4654840000400,Business,2022-08-30,Low,0.0,0
ACC02134,Nitara Kumar,zayan97@example.com,4875256048992,Business,2023-12-27,Low,0.0,0
ACC02135,Meghana Sandal,diyasawhney@example.com,1380795118121,Savings,2022-07-03,Low,0.0,0
ACC02136,Ira Goel,darpan81@example.com,9043150717416,Current,2021-12-13,Low,0.0,0
ACC02137,Vasana Sule,xgulati@example.org,3231976702546,Wallet,2023-12-17,Low,0.0,1
ACC02138,Odika Uppal,brinda46@example.net,4589244183281,Wallet,2021-11-16,Low,0.0,0
ACC02139,Wyatt Sawhney,anitamallick@example.com,9759144894009,Current,2023-12-13,Low,0.0,0
ACC02140,Leena Nori,nidhi39@example.org,8878073767649,Savings,2022-03-30,Low,0.0,0
ACC02141,Samesh Sethi,nagyyuvraj@example.com,5191871628974,Current,2023-05-14,Low,0.0,0
ACC02142,Radhika Shankar,ssandal@example.com,9191935264259,Wallet,2023-02-15,Low,0.0,0
ACC02143,Isaiah Sen,ataneja@example.net,6759105639670,Current,2023-09-17,Low,0.0,0
ACC02144,Arunima Sehgal,hsrivastava@example.com,5770250155449,Business,2022-08-03,Low,0.0,0
ACC02145,Balendra Yohannan,tara52@example.com,3744845557663,Wallet,2023-07-13,Low,0.0,0
ACC02146,Hamsini Magar,aarushnath@example.org,3072772827695,Savings,2021-09-09,Low,0.0,0
ACC02147,Darpan Mahajan,poojarau@example.org,6698027644829,Savings,2023-03-01,Low,0.0,1
ACC02148,Ronith Patel,bhallavasatika@example.net,1653777842471,Wallet,2022-09-21,Low,0.0,0
ACC02149,Bhavna Bhattacharyya,ramachandranreyansh@example.net,9507259250169,Wallet,2022-10-13,Low,0.0,0
ACC02150,Ikshita Sane,dwagle@example.com,3070081334902,Current,2023-01-15,Low,0.0,0
ACC02151,Varsha Mistry,pranavsankaran@example.net,4941801695991,Business,2022-12-29,Low,0.0,0
ACC02152,Owen Mital,clall@example.org,1828791465951,Current,2023-07-16,Low,0.0,0
ACC02153,Maanav Bala,vihaanbhargava@example.com,6694239438375,Business,2023-12-12,Low,0.0,1
ACC02154,Nathan Wagle,lekha37@example.net,3485030277217,Current,2023-05-16,Low,0.0,1
ACC02155,Falan Rattan,ishitabatra@example.com,3267992448372,Current,2023-05-29,Low,0.0,0
ACC02156,Triya Sura,yashvivyas@example.net,9128672877478,Savings,2022-05-07,Low,0.0,1
ACC02157,Fiyaz Ben,andrew76@example.net,9696524157318,Current,2023-08-27,Low,0.0,1
ACC02158,Lohit Badami,anmol41@example.net,7191294337026,Wallet,2022-01-02,Low,0.0,1
ACC02159,Raksha Wadhwa,mannemeghana@example.org,5019353110158,Savings,2022-12-12,Low,0.0,1
ACC02160,Kala Randhawa,fkar@example.org,0017493175607,Wallet,2021-11-02,Low,0.0,0
ACC02161,Abeer Goyal,saxenatanay@example.com,3970101492621,Savings,2022-05-02,Low,0.0,1
ACC02162,Nathaniel Lal,acharyaojasvi@example.org,8654966025143,Savings,2022-02-22,Low,0.0,1
ACC02163,Benjamin Malhotra,echacko@example.net,0450153119596,Savings,2022-03-02,Low,0.0,0
ACC02164,Matthew Subramaniam,zhalder@example.net,7796605485625,Savings,2023-11-12,Low,0.0,0
ACC02165,Inaya Anand,omkaar24@example.com,0694861754182,Savings,2022-10-31,Low,0.0,0
ACC02166,Wishi Chopra,mitalgunbir@example.com,5801975570826,Business,2022-12-07,Low,0.0,0
ACC02167,Lakshmi Nanda,lalaanika@example.net,1442942670880,Savings,2022-06-19,Low,0.0,1
ACC02168,Caleb Bhattacharyya,jatin37@example.net,2684970424169,Wallet,2022-09-02,Low,0.0,0
ACC02169,Chaitaly Doctor,saxenalavanya@example.net,7006814365972,Current,2023-06-04,Low,0.0,1
ACC02170,Unni Raman,rcheema@example.org,4171500760175,Savings,2023-02-26,Low,0.0,0
ACC02171,Abeer Ahluwalia,jsolanki@example.com,8455761867706,Business,2022-02-22,Low,0.0,0
ACC02172,Vinaya Deep,duttapeter@example.net,4914309215272,Savings,2022-02-21,Low,0.0,0
ACC02173,Vedhika Warrior,rohansami@example.com,0891205994476,Wallet,2022-04-03,Low,0.0,0
ACC02174,Gautam Goda,hemaravel@example.org,8361088025701,Current,2022-10-29,Low,0.0,0
ACC02175,Om Batta,dkhosla@example.org,5595915167616,Savings,2022-07-26,Low,0.0,0
ACC02176,Max Ravi,mekhala36@example.org,5368732092254,Savings,2023-03-17,Low,0.0,0
ACC02177,Chakradhar Bahri,bloyal@example.net,8738718341000,Savings,2021-10-19,Low,0.0,1
ACC02178,Lopa Naidu,yutika43@example.net,0046035608970,Savings,2022-08-09,Low,0.0,1
ACC02179,Anya Konda,npradhan@example.org,4790583047027,Current,2022-04-17,Low,0.0,0
ACC02180,Nathaniel Shah,xlall@example.org,0050198575473,Current,2021-10-26,Low,0.0,0
ACC02181,Barkha Gole,bmohanty@example.com,8285072553205,Wallet,2021-09-01,Low,0.0,0
ACC02182,Jalsa Bora,kala01@example.org,2471178875051,Current,2022-12-30,Low,0.0,0
ACC02183,Jai Wali,gagan80@example.com,4120074045156,Business,2023-03-04,Low,0.0,0
ACC02184,Tarak Dube,sray@example.net,6899473879309,Current,2023-11-21,Low,0.0,0
ACC02185,Kala Gokhale,chanakyaprashad@example.org,6360712413739,Business,2023-06-02,Low,0.0,0
ACC02186,Gabriel Devan,ekaraj93@example.com,9436436531459,Business,2023-01-27,Low,0.0,0
ACC02187,Kashish Salvi,pillaiazad@example.net,1463187989763,Current,2023-12-29,Low,0.0,0
ACC02188,Chakradhar Dave,abhirammand@example.org,3388319602509,Savings,2022-02-12,Low,0.0,0
ACC02189,Warhi Babu,abdul04@example.org,6684707260275,Savings,2023-09-09,Low,0.0,0
ACC02190,Yashawini Sahota,ajain@example.net,5373808823309,Business,2023-08-01,Low,0.0,1
ACC02191,Ayushman Chander,chaitalyshetty@example.com,7518621098636,Savings,2021-10-24,Low,0.0,0
ACC02192,Owen Tiwari,sampathlila@example.org,6688127904252,Savings,2021-12-21,Low,0.0,1
ACC02193,Krishna Naidu,samifalan@example.net,9224199797031,Savings,2023-04-13,Low,0.0,0
ACC02194,David Wali,aishaniagrawal@example.net,4487890483346,Current,2022-09-20,Low,0.0,0
ACC02195,Krishna Shankar,lilabhasin@example.org,3180666405997,Wallet,2023-04-05,Low,0.0,0
ACC02196,Tristan Bajwa,sanand@example.org,8253712688704,Business,2023-11-10,Low,0.0,0
ACC02197,Gauri Nagarajan,ozachariah@example.org,7314217562479,Savings,2021-09-20,Low,0.0,1
ACC02198,Zayyan Koshy,indrajittaneja@example.net,7305976620840,Current,2021-07-19,Low,0.0,0
ACC02199,Anusha Rattan,agastya15@example.com,4662199785652,Savings,2021-08-11,Low,0.0,1
ACC02200,Hemal Mital,adyanatt@example.net,6729299072267,Wallet,2022-12-28,Low,0.0,1
ACC02201,Caleb Sant,chaudharydipta@example.com,3827386883392,Wallet,2022-10-21,Low,0.0,0
ACC02202,Madhavi Devi,ishitakrishnan@example.com,2966103565748,Savings,2023-09-25,Low,0.0,1
ACC02203,Devika Iyer,tbuch@example.com,6273506001266,Savings,2023-12-22,Low,0.0,0
ACC02204,Madhavi Bansal,sborra@example.net,9100916659545,Current,2022-02-20,Low,0.0,1
ACC02205,Yuvraj Barad,charurvi@example.net,6274205225898,Current,2023-01-29,Low,0.0,1
ACC02206,Rudra Bhalla,kissac@example.org,6569107086117,Wallet,2022-10-09,Low,0.0,0
ACC02207,Tanay Krishnan,dinishita@example.org,6422764349465,Wallet,2021-07-15,Low,0.0,1
ACC02208,Raagini Parekh,nagarajanreyansh@example.com,7411602859538,Savings,2022-12-15,Low,0.0,0
ACC02209,Hemal Parmer,knadig@example.net,0415528230164,Wallet,2023-06-27,Low,0.0,0
ACC02210,Anmol Koshy,wardashankar@example.net,4433294578674,Savings,2022-11-16,Low,0.0,1
ACC02211,Chakrika Sodhi,qdayal@example.net,4972834190671,Business,2022-09-20,Low,0.0,0
ACC02212,Azad Sathe,bishakha29@example.net,9931642128265,Wallet,2021-08-28,Low,0.0,1
ACC02213,Upma Bedi,bhavanivarty@example.net,0557999158434,Business,2022-01-24,Low,0.0,1
ACC02214,Kritika Palla,dinudant@example.com,4407080631395,Business,2021-10-03,Low,0.0,0
ACC02215,William Naidu,vzacharia@example.net,5907312821112,Business,2022-03-07,Low,0.0,0
ACC02216,Darika Doshi,vaidyafarhan@example.com,4788937707050,Current,2023-09-07,Low,0.0,1
ACC02217,Aryan Prabhakar,rattikalpit@example.com,2762432657207,Current,2022-01-18,Low,0.0,0
ACC02218,Aadhya Swaminathan,srivastavayochana@example.net,7987752399963,Savings,2021-08-19,Low,0.0,0
ACC02219,Ikbal Venkataraman,janaki44@example.org,8579282629016,Current,2023-09-16,Low,0.0,0
ACC02220,Henry Mutti,noah74@example.com,1553331793134,Business,2022-05-06,Low,0.0,1
ACC02221,Forum Rajagopal,sampathgirish@example.com,5021000278649,Business,2021-10-01,Low,0.0,1
ACC02222,Ucchal Bhalla,panchaljai@example.net,5380631905376,Business,2023-06-29,Low,0.0,0
ACC02223,Onkar Sibal,widishamangat@example.net,2268975311524,Business,2021-10-25,Low,0.0,0
ACC02224,Vyanjana Desai,saxenaekta@example.com,1444941996459,Wallet,2022-04-14,Low,0.0,0
ACC02225,Patrick Lall,arunimaahuja@example.net,7715736850705,Savings,2021-07-31,Low,0.0,0
ACC02226,Nachiket Palla,daniazaan@example.org,8672075914456,Current,2022-08-24,Low,0.0,1
ACC02227,Faras Reddy,rsharaf@example.com,1504340102655,Business,2023-09-07,Low,0.0,0
ACC02228,Kritika Modi,aprabhakar@example.net,5732977410506,Business,2022-10-06,Low,0.0,1
ACC02229,Ansh Doshi,yagneshbhagat@example.net,6214706165373,Savings,2023-10-28,Low,0.0,0
ACC02230,Ekanta Jani,nitesh89@example.org,8162930961507,Wallet,2022-03-01,Low,0.0,0
ACC02231,Chandresh Sankaran,zdara@example.net,3670590411797,Wallet,2023-12-19,Low,0.0,1
ACC02232,Raagini Jain,manenitara@example.com,9960874961229,Current,2022-02-14,Low,0.0,1
ACC02233,Andrew Varghese,tvarughese@example.net,7988824375968,Wallet,2022-07-18,Low,0.0,0
ACC02234,Raagini Goel,gkulkarni@example.org,0097154759501,Savings,2022-10-14,Low,0.0,1
ACC02235,Tarak Rajagopalan,udoshi@example.net,1567814082824,Current,2022-08-25,Low,0.0,0
ACC02236,Darika Dani,shivanibuch@example.com,0942315963781,Wallet,2022-02-20,Low,0.0,0
ACC02237,Jacob Bhatnagar,hitesh81@example.net,6900479046449,Business,2023-08-01,Low,0.0,0
ACC02238,Darpan Palan,narasimhanguneet@example.net,9427891192689,Savings,2023-12-20,Low,0.0,0
ACC02239,Ansh Tella,obedi@example.com,4416661177294,Current,2022-08-01,Low,0.0,0
ACC02240,Aarnav Rout,jbedi@example.org,8582404977957,Business,2021-08-11,Low,0.0,0
ACC02241,Bhavani Ahuja,kashyapdaniel@example.org,5186175989622,Business,2021-07-24,Low,0.0,1
ACC02242,Daksha Sidhu,plalla@example.org,9583251990102,Current,2023-10-16,Low,0.0,0
ACC02243,Vincent Kala,krish27@example.com,0859426823955,Business,2023-02-06,Low,0.0,1
ACC02244,Rushil Mall,qabil13@example.net,1155769415139,Current,2023-01-27,Low,0.0,0
ACC02245,Jyoti Kothari,samarthsinghal@example.com,8397317525232,Wallet,2023-11-10,Low,0.0,0
ACC02246,Wahab Krishnamurthy,gopaljayaraman@example.net,7965628073350,Current,2022-06-16,Low,0.0,1
ACC02247,Osha Lad,eshana80@example.com,9407828625587,Business,2022-11-14,Low,0.0,1
ACC02248,Ranbir Seth,sanghanakul@example.net,8736080558226,Current,2023-10-12,Low,0.0,0
ACC02249,Samaksh Butala,xsharma@example.org,1532703414775,Business,2022-10-03,Low,0.0,0
ACC02250,Yashodhara Sama,vinayachakraborty@example.org,9987080538289,Business,2023-10-02,Low,0.0,0
ACC02251,Patrick Doctor,madhavinarayanan@example.com,3764451256222,Business,2022-09-30,Low,0.0,0
ACC02252,Samesh Mand,rkunda@example.com,9961380718606,Wallet,2023-09-01,Low,0.0,0
ACC02253,Adya Oak,bansalleena@example.net,8292162986042,Business,2021-11-28,Low,0.0,0
ACC02254,Yashica Prakash,wcherian@example.org,6305695625096,Savings,2023-09-17,Low,0.0,0
ACC02255,Ethan Dey,eiravatiganguly@example.net,8886081107149,Business,2022-11-04,Low,0.0,0
ACC02256,Samarth Ratta,kondaodika@example.net,8588444372132,Savings,2022-06-09,Low,0.0,0
ACC02257,Warda Tandon,jkala@example.org,9180438430979,Savings,2021-09-07,Low,0.0,0
ACC02258,Forum Prashad,patrick18@example.org,1874729131126,Savings,2021-10-12,Low,0.0,0
ACC02259,Ridhi More,namble@example.org,3121781704232,Wallet,2022-07-29,Low,0.0,0
ACC02260,Divya Vora,bucheesha@example.net,0630416527261,Current,2022-03-01,Low,0.0,1
ACC02261,Aditya Padmanabhan,gunbirbasak@example.org,7925136223801,Business,2023-01-16,Low,0.0,1
ACC02262,Saumya Balay,ayushmanchand@example.net,0146961360772,Wallet,2021-09-07,Low,0.0,0
ACC02263,Naksh Bansal,janya09@example.net,6353335016262,Savings,2021-09-16,Low,0.0,1
ACC02264,Ekansh Banik,anita61@example.com,0515133209673,Current,2021-08-19,Low,0.0,0
ACC02265,Mason Memon,sridhardayamai@example.org,5966533903638,Business,2023-01-26,Low,0.0,0
ACC02266,Vasana Mall,timothychaudhuri@example.net,8000841626750,Business,2021-12-28,Low,0.0,0
ACC02267,Dayita Sani,jairajloyal@example.com,0039455846420,Wallet,2021-12-28,Low,0.0,0
ACC02268,Yadavi Cherian,deytanay@example.org,1651988906091,Business,2023-09-06,Low,0.0,0
ACC02269,Ikshita Bali,hoza@example.net,6775046162284,Savings,2021-11-14,Low,0.0,0
ACC02270,Raagini Pal,vyogi@example.net,2020487103653,Current,2023-12-29,Low,0.0,0
ACC02271,Vinaya Puri,gaurang44@example.org,1974531459550,Wallet,2023-01-02,Low,0.0,1
ACC02272,Chandran Dhillon,sandhuinaya@example.com,3564272943610,Wallet,2022-06-19,Low,0.0,0
ACC02273,Nathaniel Lal,dakshesh81@example.com,4702360741706,Wallet,2022-01-12,Low,0.0,1
ACC02274,Oliver Ghose,omkaar55@example.org,3417622809541,Savings,2023-11-15,Low,0.0,0
ACC02275,Kala Lata,charlipika@example.org,9058482817393,Current,2022-08-14,Low,0.0,0
ACC02276,Nidra Chauhan,gadepallavi@example.net,6120646467647,Current,2021-09-11,Low,0.0,1
ACC02277,Lavanya Gara,champak84@example.com,1439992570992,Business,2023-09-13,Low,0.0,1
ACC02278,Jagdish Anand,hemangininatt@example.org,3825520328659,Wallet,2022-04-15,Low,0.0,0
ACC02279,Jason Wadhwa,pallaquincy@example.net,9053067308303,Current,2023-06-22,Low,0.0,1
ACC02280,Anirudh Cheema,dsoman@example.com,1910507197095,Savings,2021-08-11,Low,0.0,0
ACC02281,Chaaya Mohan,arunima06@example.net,4387673843155,Business,2023-05-25,Low,0.0,1
ACC02282,Warhi Samra,triya92@example.net,2632732437039,Business,2021-09-08,Low,0.0,0
ACC02283,Banjeet Narain,wravi@example.com,4134307683298,Current,2021-12-28,Low,0.0,0
ACC02284,Leena Chada,wbandi@example.net,9170242363743,Wallet,2023-09-12,Low,0.0,0
ACC02285,Zaid Walla,bhavsartejas@example.org,3413571682611,Business,2023-11-14,Low,0.0,0
ACC02286,Bhavini Shenoy,bgarde@example.com,4787354145564,Savings,2021-11-01,Low,0.0,0
ACC02287,Rishi Bhatt,randhawayauvani@example.net,9266370088943,Business,2022-09-19,Low,0.0,0
ACC02288,Chakradev Dash,jasmit78@example.net,6560880418902,Current,2022-08-08,Low,0.0,0
ACC02289,Bhavani Ratti,onkarsankaran@example.org,3460873631493,Savings,2022-07-06,Low,0.0,0
ACC02290,Zaitra Chada,siyadeol@example.org,8045030834911,Savings,2022-06-13,Low,0.0,0
ACC02291,Bhavini Suri,lkumer@example.org,3868133722781,Business,2021-08-25,Low,0.0,0
ACC02292,Januja Pai,qasimpatla@example.net,0213671603384,Business,2022-07-29,Low,0.0,0
ACC02293,Urvashi Verma,araval@example.org,4907264881050,Current,2022-01-22,Low,0.0,0
ACC02294,Gaurang Sahni,eyadav@example.org,7939859308227,Current,2021-12-13,Low,0.0,0
ACC02295,Anusha Sandal,zaid95@example.org,9823207248611,Current,2023-09-16,Low,0.0,1
ACC02296,Rachana Dutta,charlesramachandran@example.com,1946701412804,Business,2022-02-26,Low,0.0,1
ACC02297,Raksha Cheema,baljiwanjaggi@example.com,4874856237886,Wallet,2022-08-02,Low,0.0,1
ACC02298,Varsha Kant,siyasharaf@example.com,6395136899065,Business,2022-10-29,Low,0.0,0
ACC02299,Bishakha Borde,pkrishnamurthy@example.org,6337561845357,Current,2023-03-26,Low,0.0,1
ACC02300,Vasatika Tandon,lakshit94@example.com,6188374489239,Business,2023-01-14,Low,0.0,0
ACC02301,Baljiwan Manda,amrutaloke@example.com,2567021782959,Wallet,2022-09-24,Low,0.0,1
ACC02302,Mitali Chopra,kaurraksha@example.net,3294038043741,Current,2023-08-12,Low,0.0,0
ACC02303,Rajeshri Andra,unagar@example.org,8619970783931,Business,2022-04-24,Low,0.0,0
ACC02304,Joshua Modi,ganesanurishilla@example.com,2501657555748,Wallet,2021-08-20,Low,0.0,1
ACC02305,Simon Dixit,aptewarhi@example.net,5605573841096,Wallet,2022-01-02,Low,0.0,0
ACC02306,Ayush Sankar,adada@example.net,5317660244569,Current,2023-06-09,Low,0.0,1
ACC02307,Gavin Uppal,memontanay@example.org,9757554606834,Current,2022-04-01,Low,0.0,1
ACC02308,Omisha Bail,robert38@example.net,4996966081875,Wallet,2022-01-27,Low,0.0,0
ACC02309,Bhavya Chokshi,anmol36@example.org,8745126193790,Wallet,2022-02-11,Low,0.0,1
ACC02310,Nakul Joshi,mannechaitaly@example.org,2134557999007,Current,2022-01-03,Low,0.0,0
ACC02311,Hema Rattan,isundaram@example.org,6365783715104,Current,2022-08-03,Low,0.0,1
ACC02312,Warinder Rastogi,eshah@example.com,9593224967371,Wallet,2022-01-03,Low,0.0,0
ACC02313,Urishilla Murthy,siya91@example.org,9454028944388,Savings,2021-11-12,Low,0.0,0
ACC02314,Krishna Sekhon,hmallick@example.org,6748868996908,Wallet,2022-06-04,Low,0.0,1
ACC02315,Zarna Samra,farhanmishra@example.org,5909490444742,Business,2022-05-14,Low,0.0,1
ACC02316,Chatresh Sethi,janakimital@example.com,2786109547287,Business,2022-02-09,Low,0.0,1
ACC02317,Christopher Shan,gautam93@example.net,4603782803568,Wallet,2021-07-16,Low,0.0,0
ACC02318,Anirudh Pradhan,dsrinivasan@example.org,5013993925679,Business,2021-09-25,Low,0.0,0
ACC02319,Daksha Ramesh,georgesrinivas@example.com,8626678616338,Savings,2022-07-14,Low,0.0,1
ACC02320,Sarthak Walla,khuranaadvaith@example.org,6249864094665,Savings,2023-12-06,Low,0.0,0
ACC02321,Vidhi Sethi,munshiumang@example.com,4349541217620,Business,2023-08-05,Low,0.0,1
ACC02322,Faraj Goda,aachaltripathi@example.org,0920536504568,Savings,2022-02-13,Low,0.0,0
ACC02323,Omya Baral,buchomkaar@example.org,1524041575842,Savings,2023-06-10,Low,0.0,0
ACC02324,Pallavi Varughese,pchander@example.org,7933335694201,Wallet,2021-11-23,Low,0.0,0
ACC02325,Aahana Nagi,yramesh@example.org,2950641031841,Current,2023-03-13,Low,0.0,1
ACC02326,Yatan Gole,ipillay@example.org,6554612038467,Wallet,2023-08-04,Low,0.0,0
ACC02327,Rajata Lad,charles19@example.net,8914353542562,Savings,2022-01-23,Low,0.0,0
ACC02328,Aarnav Taneja,kothariyashawini@example.com,5134074918505,Wallet,2023-06-06,Low,0.0,0
ACC02329,Abha Ben,divya46@example.net,1206906119597,Savings,2022-12-29,Low,0.0,1
ACC02330,Ria Dugal,william03@example.org,8464394428054,Business,2023-09-18,Low,0.0,0
ACC02331,Darsh Gala,hritikpant@example.org,8730539003432,Current,2021-12-01,Low,0.0,1
ACC02332,Lipika Dhar,narayananjanya@example.net,5628497565783,Business,2023-05-02,Low,0.0,0
ACC02333,Xavier Mann,ekbalbalan@example.net,1888578782809,Wallet,2022-01-21,Low,0.0,1
ACC02334,Vasatika Gole,sanayavasa@example.org,1898659846074,Savings,2022-12-06,Low,0.0,0
ACC02335,Oni Dugar,krishna70@example.org,7188758750980,Business,2022-10-31,Low,0.0,0
ACC02336,Bakhshi Sunder,jonathan04@example.com,7439064847739,Wallet,2022-06-14,Low,0.0,1
ACC02337,Benjamin Dixit,aadhya40@example.net,3197189011203,Savings,2023-12-18,Low,0.0,0
ACC02338,Vrinda Gole,ranazayyan@example.org,1666471079352,Wallet,2023-06-07,Low,0.0,1
ACC02339,Harita Salvi,krishna08@example.org,3001618321529,Business,2021-09-03,Low,0.0,1
ACC02340,Daniel Tailor,ekaraj66@example.net,3086042831672,Current,2022-03-23,Low,0.0,0
ACC02341,Kalpit Mital,rkrishnan@example.com,0606067377889,Wallet,2021-11-18,Low,0.0,0
ACC02342,Elijah Kumer,dalalbalveer@example.org,2908479801170,Current,2021-10-28,Low,0.0,0
ACC02343,Mahika Madan,vsangha@example.com,7579033675947,Current,2023-03-05,Low,0.0,0
ACC02344,Ansh Kalla,swadhwa@example.net,5230804533430,Business,2023-07-03,Low,0.0,0
ACC02345,Owen Bal,abali@example.org,6755475396416,Savings,2023-06-23,Low,0.0,0
ACC02346,Liam Om,chawlaurishilla@example.org,0358217263308,Current,2021-12-09,Low,0.0,0
ACC02347,Aarna Arya,gbrar@example.org,8044306577211,Savings,2024-05-29,Low,0.0,1
ACC02348,Sai Chhabra,gvarty@example.org,7663521526737,Savings,2022-10-19,Low,0.0,0
ACC02349,Elijah Arora,zahuja@example.net,8646414735946,Wallet,2022-06-10,Low,0.0,0
ACC02350,Rehaan Shukla,quincy52@example.com,7689977395166,Wallet,2023-08-20,Low,0.0,1
ACC02351,Udarsh Dyal,varshabalan@example.org,0950715199632,Current,2022-05-12,Low,0.0,0
ACC02352,Dalbir Mohanty,jswamy@example.com,1159533841629,Wallet,2023-12-26,Low,0.0,0
ACC02353,Radha Goyal,naginilima@example.com,3098051834349,Wallet,2022-09-10,Low,0.0,1
ACC02354,Nikita Krish,radhika80@example.net,7934724416762,Current,2023-11-21,Low,0.0,0
ACC02355,Vritti Mannan,anshray@example.com,4293268348709,Current,2023-02-04,Low,0.0,0
ACC02356,Gautami Chawla,jganguly@example.net,8454826277331,Savings,2021-10-30,Low,0.0,0
ACC02357,Geetika Verma,deudyati@example.com,3404197447652,Wallet,2022-08-16,Low,0.0,1
ACC02358,Chavvi Rattan,zvarty@example.com,6921751713528,Wallet,2023-10-18,Low,0.0,0
ACC02359,Falak Lad,tbalakrishnan@example.net,0057458076648,Wallet,2022-07-11,Low,0.0,0
ACC02360,Zarna Misra,karazaid@example.org,7607833594822,Current,2023-06-26,Low,0.0,1
ACC02361,Janani Date,jagat60@example.net,5341765461411,Savings,2021-10-17,Low,0.0,0
ACC02362,Bachittar Chaudhry,turvi39@example.net,2983584480127,Current,2022-11-01,Low,0.0,1
ACC02363,Ethan Deshmukh,ssuri@example.org,6853909174479,Business,2023-09-28,Low,0.0,0
ACC02364,Akshay Vora,handaayush@example.net,2906419965840,Wallet,2023-05-19,Low,0.0,1
ACC02365,Yash Shetty,ukrishnamurthy@example.org,5872802386562,Current,2022-02-20,Low,0.0,0
ACC02366,Caleb Arya,patlaatharv@example.net,8880030053782,Wallet,2023-01-26,Low,0.0,1
ACC02367,Varenya Dyal,charanhalder@example.org,1081692239766,Wallet,2023-03-06,Low,0.0,0
ACC02368,Isaiah Peri,ekapad51@example.net,7027292942863,Current,2021-11-21,Low,0.0,0
ACC02369,Wazir Mohan,madhaviiyer@example.net,4955910923355,Business,2022-06-05,Low,0.0,0
ACC02370,Tamanna Dixit,adwetaratta@example.net,8916190558753,Savings,2023-09-05,Low,0.0,0
ACC02371,Mason Rout,magardakshesh@example.net,1679520279891,Wallet,2022-10-01,Low,0.0,1
ACC02372,Falguni Lall,bobaljai@example.com,8458487494009,Current,2022-03-14,Low,0.0,0
ACC02373,Osha Gour,vpal@example.net,7200805701974,Current,2023-11-21,Low,0.0,1
ACC02374,Ekanta Sekhon,manan92@example.com,5680846900158,Wallet,2022-12-06,Low,0.0,0
ACC02375,Joshua Kakar,rdua@example.net,4947002519067,Savings,2022-12-01,Low,0.0,1
ACC02376,Darika Luthra,nbedi@example.com,7248774763083,Wallet,2022-06-26,Low,0.0,0
ACC02377,Ria Deo,chandradakshesh@example.org,3474180420223,Wallet,2023-12-06,Low,0.0,0
ACC02378,Diya Sood,tanmayi33@example.com,8765755525868,Wallet,2022-07-23,Low,0.0,0
ACC02379,Leena Zachariah,aryan66@example.com,8264871300025,Business,2022-08-20,Low,0.0,1
ACC02380,Advika Ravel,harini33@example.com,9852948447041,Savings,2023-03-03,Low,0.0,0
